,0
153,0.0282775664850119
154,0.0019864207468429
155,0.0004007155600027
156,0.5313046985740921
157,0.0145428322725532
158,0.0005704416352429
159,0.000813129918761
160,0.0235861846166141
161,0.0024355006961489
162,0.0007988584177444
163,0.0004858329537525
164,0.031266079274184
165,0.0014814378165948
166,0.0016463772243791
167,0.000297858790001
168,0.0024556423348605
169,0.00025250596505
170,0.0026147554240028
171,0.0305856138133291
172,0.0439079152322741
173,0.001968876743791
174,0.0606020493546095
175,0.0080691730214842
176,0.0001547747836409
177,0.0001604050166034
178,0.0029479419742642
179,0.3706742421054225
180,0.0121317573900441
181,0.0005468828125143
182,0.0019704250361961
183,0.0355713818297525
184,0.0850691292223276
185,0.0005316797548053
186,0.0272655048010122
187,0.0040856496938698
188,0.0481915070619257
189,0.0006470281415981
190,0.0010234570886945
191,0.0823123382426665
192,0.4549677503025374
193,0.0094141663450965
194,0.002797620170131
195,0.0823941819185505
196,0.2831155304916387
197,0.0027676755916143
198,0.0202682348552923
199,0.0026142944029833
200,0.0002296206643374
201,0.0003271737729848
202,0.0012427606198728
203,0.0022540178555382
204,0.0022058001393527
205,0.0010930284080301
206,0.0009090804322628
207,0.0543110638873559
208,0.000611275676987
209,0.0078186715286742
210,0.0003277248681644
211,0.3274383357841213
212,0.0114603042546923
213,0.0406806423857838
214,0.0032616800806835
215,0.0007930489423446
216,0.0017565471319904
217,0.0036272050085428
218,0.0173753560017209
219,0.011820323828302
220,0.003360145890176
221,0.0012640507413307
222,0.0012191091217554
223,0.0003110987114677
224,0.0003399773282584
225,0.0118413604320197
226,0.0207128766892468
227,0.0003978770912303
228,0.0040650275329737
229,0.0009920423513267
230,0.0002024687912409
231,0.0054896224065539
232,0.0607087447254241
233,0.0008870516315564
234,0.0131649691744102
235,0.0009801124164674
236,0.0162298587472808
237,0.002934415416035
238,0.0034606273801682
239,0.0001382408177474
240,0.0173562915590054
241,0.0938820820718466
242,0.0059345829505106
243,0.0002285839650497
244,0.0069818416443676
245,0.038023299424949
246,0.0059214768015355
247,0.0019946277503723
248,0.000408138599858
249,0.0601327205106463
250,0.0004141962779733
251,0.0154747973920227
252,0.0013850865471726
253,0.0011237703644407
254,0.0018649475309627
255,0.0003624488166429
256,0.001782094217472
257,0.0098069357627402
258,0.0010688545005258
259,0.0002130393951795
260,0.0005064792107159
261,0.0015586487406885
262,0.1852836137250155
263,0.0016752195016424
264,0.0059641039250769
265,0.0422755135974425
266,0.0033313189221635
267,0.0011826950925235
268,0.0215984461169118
269,0.0942971607689228
270,0.000985381450165
271,0.0037565815890026
272,0.0015617022703001
273,0.0004564711157385
274,0.001099071599246
275,0.0010329969727944
276,0.0009078096902227
277,0.0005744134467277
278,0.0028279466224384
279,0.0143190355484073
280,0.0305830043097704
281,0.0026102468684775
282,0.0055549879317367
283,0.0007065544652936
284,0.0012280359593148
285,0.0233186794228828
286,0.003583468048705
287,0.0031985357158736
288,0.0282639199390183
289,0.0261161112743127
290,0.013029599280953
291,0.0007634196467599
292,0.0003751946897618
293,0.0023462906564966
294,0.0003768610062806
295,0.0030607334061503
296,0.0005333641227614
297,0.0052599009975262
298,0.3992944070284316
299,0.0641237805593814
300,0.0002295096214834
301,0.0004729582133825
302,0.0022466550053202
303,0.0003881977593175
304,0.0002732974618383
305,0.2046956065129106
306,0.0007744334179255
307,0.0013382162652074
308,0.000847924667886
309,0.0002218407572977
310,0.0001345583017676
311,0.0004849807763214
312,0.0037474539542588
313,0.0017806085140015
314,0.0700863591006559
315,0.0006320194377968
316,0.0019272343642843
317,0.0004477559366359
318,0.0027463453307807
319,0.0024439337125939
320,0.0023770509482671
321,0.0007322212126975
322,0.0002347706534085
323,0.1249654058430502
324,0.0004026913088038
325,0.0441804594385668
326,0.0018730480029505
327,0.0007619973668996
328,0.0525173218639951
329,0.0015393199131294
330,0.0009802122000394
331,0.0349084628372284
332,0.0013076685247472
333,0.0078216701149858
334,0.0005549558204179
335,0.0001270256897909
336,0.0006583501178647
337,0.0002991090402361
338,0.1067216654355815
339,0.0176167900905631
340,0.0007007201141755
341,0.0007484016428119
342,0.003536696705868
343,0.0014316134868465
344,0.000650937249662
345,0.0004053243638434
346,0.0114699488776799
347,0.0016882426265172
348,0.0004119021623493
349,0.000481038151595
350,0.0747386518218612
351,0.0007513763223872
352,0.1158559904470679
353,0.0004735701874471
354,0.0003108258855205
355,0.0006191572024578
356,0.0003961257934528
357,0.003412777136854
358,0.005143207552244
359,0.0071662509773334
360,0.1326553579006247
361,0.0020321757157497
362,0.0013693776360355
363,0.0053251240938287
364,0.0032558748854581
365,0.0648727931003971
366,0.0274630502029
367,0.1017325737805689
368,0.1019901354629571
369,0.0003282300971689
370,0.0038006126321726
371,0.0028696612794151
372,0.0014143791220374
373,0.000614560070904
374,0.0002060616016163
375,0.1542479481470488
376,0.0134209391856049
377,0.0017748509049398
378,0.0115118187810782
379,0.0010392010129221
380,0.0003825257569401
381,0.0019963240799548
382,0.0016967317024419
383,0.0004760740295534
384,0.0043026173299574
385,0.0014546350490415
386,0.2498341218999126
387,0.0008792660137322
388,0.0039290562994504
389,0.0003098491926101
390,0.0014204511587899
391,0.0145318797734043
392,0.0031371888983125
393,0.0002290823159986
394,0.0253950269995343
395,0.0009749888472918
396,0.0186151611230533
397,0.0005732010028922
398,0.0004964819282018
399,0.0075101497126542
400,0.000300027278813
401,0.0011070224581065
402,0.000241148087485
403,0.0003601279492062
404,0.0002890113110101
405,0.0104734979004323
406,0.001044654529846
407,0.0096515043040136
408,0.0033978549514433
409,0.0045311274533298
410,0.0003589978400489
411,0.0009695950119334
412,0.0001908708229187
413,0.0005212140440235
414,0.0027032774397445
415,0.0019192889434686
416,0.0028691905782052
417,0.0002739368370754
418,0.002400640826331
419,0.0062575655068381
420,0.0010664270097275
421,0.0154841525667493
422,0.0060262630002128
423,0.0018712230300851
424,0.0003082187933314
425,0.0061101635052334
426,0.0016920833198721
427,0.2060602070834989
428,0.0002071705097187
429,0.004977153436857
430,0.0034374242753724
431,0.0015042957831163
432,0.0321195928333734
433,0.0001095131619945
434,0.009830004795245
435,0.0055953519593242
436,0.0001453327945052
437,0.3970746274370527
438,0.0027400380265292
439,0.0003512842349622
440,0.4226496929218299
441,0.0061592513219005
442,0.0002025803048082
443,0.1627662706359669
444,0.0018525416138163
445,0.0013900349279124
446,0.2418447485622918
447,0.016169531284264
448,0.0030540734911469
449,0.0979577983301947
450,0.0818672101354818
451,0.0008942989984955
452,0.0010071730111705
453,0.0011672809793802
454,0.0105557841104284
455,0.0051593128614657
456,0.1827949674517409
457,0.0071297103259577
458,0.0002795798369432
459,0.0054351532473187
460,0.0097698195723339
461,0.1149093234351675
462,0.1192941257328129
463,0.0004721094888205
464,0.0005857631177056
465,0.0138089003746658
466,0.0046696172105959
467,0.0001327548665342
468,0.0047604005100101
469,0.0005915971081006
470,0.0006066510335442
471,0.0002598025464772
472,0.0057248727478654
473,0.0056683729652394
474,0.0007762770949381
475,0.0009522068088709
476,0.0065999696736164
477,0.063953635637302
478,0.0005126093357245
479,0.004634151112664
480,0.1082651148886337
481,0.0003429255498321
482,0.0008960527195277
483,0.0002416116742854
484,0.0171202208264679
485,0.1368151551649025
486,0.0060078885212976
487,0.0006767039020375
488,0.0004335596467931
489,0.0048637327827755
490,0.0019830192214718
491,0.0001107869497479
492,0.0311220040330822
493,0.0010591954242146
494,0.0035497869893814
495,0.0030983832931476
496,0.0006881281143001
497,0.0004130645672102
498,0.0018961740127952
499,0.0011097927516864
